state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
NM,13727,371515,0,133,2056,379,759,180,197,5986,B,519,2056,485619,39620,407151,13727,1900,149,220,4782,385242,385242,5002,385242,4,23
NV,24301,299352,0,876,5109,233,759,109,197,754,A+,553,5109,396632,39620,407151,24301,1900,149,516,6591,323653,323653,7107,323653,5,0
NY,398929,4003523,0,841,89995,166,759,97,197,71185,A,24944,89995,485619,39620,407151,398929,1900,149,692,56893,4402452,4402452,57585,4402452,20,0
OH,60181,855071,0,890,8489,289,2127,155,197,42111,B,2991,8489,485619,39620,407151,56384,2737,254,1277,17490,915252,915252,18767,915252,21,106
OK,17893,376930,0,458,1804,209,759,180,197,13538,A+,407,1804,397647,19871,376930,17893,1900,149,673,5132,394823,394823,5805,394823,3,63
OR,10817,265450,0,188,1155,57,759,27,197,2877,A+,224,1155,485619,39620,265450,10277,1900,149,212,4149,276267,276267,4361,276267,4,14
PA,92148,774378,0,649,5109,379,759,104,197,70953,A+,6812,5109,485619,39620,407151,89515,1900,149,849,15575,866526,866526,16424,866526,25,0
PR,8745,192686,0,127,5109,9,759,10,197,0,B,159,5109,194324,2627,191601,2171,64,95,31,0,201431,201431,31,201431,2,0
RI,17204,146066,0,56,2043,5,759,5,197,1683,A+,971,2043,271710,24698,247012,17204,1900,149,0,0,163270,163270,0,163270,2,7
SC,48909,404931,0,1404,3090,379,759,180,197,19181,A,884,3090,453701,61473,392228,48770,876,8,1557,6992,453840,453840,8549,453840,38,0
SD,7242,78984,0,54,709,379,759,180,197,6280,B,98,709,485619,39620,407151,38775,1900,149,79,782,86226,86226,861,86226,0,10
TN,55986,894973,0,1160,3023,379,759,180,197,32736,A,685,3023,950540,65002,885538,55567,660,25,2472,27288,950959,950959,29760,950959,20,73
TX,220564,2038144,0,9610,5109,379,759,180,197,113284,B,2813,5109,2258708,39620,407151,220564,1900,149,9979,27442,2258708,2258708,37421,2258708,98,0
UT,26755,359005,0,236,1678,76,465,180,203,15178,A+,201,1678,485619,39620,407151,26755,1900,149,722,2189,385760,385760,2911,385760,7,25
VA,67375,670624,377,971,9982,230,759,98,197,9011,A+,1905,9982,735207,39620,407151,64583,1799,106,635,9247,738376,737999,9882,737999,24,167
VI,122,3273,58,961,5109,379,759,180,197,80,C,6,5109,485619,39620,407151,38775,6,149,6,90,3453,3395,96,3395,0,0
VT,1256,70500,0,14,5109,379,759,180,197,1049,B,56,5109,485619,39620,407151,1256,56,149,2,641,71756,71756,643,71756,0,0
WA,37420,598104,0,318,4582,379,759,52,197,0,B,1384,4582,485619,39620,407151,37420,1384,149,435,5833,635524,635524,6268,635524,14,38
WI,36410,611150,152,276,3683,74,787,180,197,26305,A+,814,3683,485619,39620,407151,33154,807,7,645,10138,647712,647560,10783,647560,2,44
WV,3707,190208,0,48,5109,13,759,7,197,2648,B,95,5109,485619,39620,407151,3602,1900,149,246,3822,193915,193915,4068,193915,0,0
WY,1740,36078,0,13,120,379,759,180,197,1291,B,21,120,51691,1499,50191,1404,1900,149,29,0,37818,37818,29,37818,1,1
AK,1184,130236,0,25,5109,379,759,1,197,560,A,17,5109,131420,39620,407151,1184,17,149,46,7621,131420,131420,7667,131420,1,0
AL,45785,415579,0,1078,2961,379,858,180,479,22082,B,1033,2961,485619,39620,407151,45263,1007,26,907,5362,461364,461364,6269,461364,26,47
AR,24512,326143,0,369,1604,379,759,81,247,17834,A,292,1604,350396,39620,407151,24512,1900,149,259,5428,350655,350655,5687,350655,0,29
AS,0,696,0,961,5109,379,759,180,197,0,C,0,5109,485619,39620,407151,0,1900,149,0,0,696,696,0,696,0,0
AZ,105094,523703,0,3356,5272,869,759,544,197,12260,A+,1927,5272,628275,39620,407151,104572,1807,120,3653,7303,628797,628797,10956,628797,117,84
CA,277774,4618596,0,7499,5109,1984,759,180,197,0,B,6448,5109,4896370,39620,407151,277774,1900,149,6090,96927,4896370,4896370,103017,4896370,111,0
CO,34257,326383,0,327,5591,379,759,180,197,4636,A,1542,5591,485619,39620,407151,31368,1900,149,192,4793,360640,360640,4985,360640,21,26
CT,47033,490793,0,83,10411,379,759,180,197,8210,B,4338,10411,535465,39620,407151,44672,3466,872,57,7256,537826,537826,7313,537826,0,0
DC,10569,99808,0,90,5109,25,759,20,197,1574,A+,561,5109,485619,39620,407151,38775,1900,149,54,2673,110377,110377,2727,110377,0,0
DE,12414,116271,0,56,5109,15,759,180,197,6815,A+,514,5109,485619,39620,407151,11370,457,57,121,1385,128685,128685,1506,128685,2,0
FL,213794,2055400,1604,961,16733,379,759,180,197,0,A,3943,16733,2735238,268024,2461715,213794,3943,149,7347,27907,2270798,2269194,35254,2269194,63,381
GA,100470,878982,0,2096,12226,379,2471,180,197,0,A,2899,12226,979452,91665,887787,100470,1900,149,3406,17093,979452,979452,20499,979452,21,307
GU,303,15608,0,3,5109,379,759,180,197,184,B,5,5109,15903,39620,407151,295,1900,149,2,360,15911,15911,362,15911,0,0
HI,1030,84643,0,961,119,379,759,180,197,781,D,19,119,100888,39620,407151,38775,1900,149,7,608,85673,85673,615,85673,0,1
IA,32029,307269,0,165,5109,44,759,20,197,25594,A+,725,5109,485619,39620,407151,32029,1900,149,372,3464,339298,339298,3836,339298,2,0
ID,8052,100489,0,105,387,25,130,180,197,2907,A,94,387,107925,39620,407151,7436,74,20,319,1757,108541,108541,2076,108541,1,18
IL,149574,1661382,0,1385,5109,320,759,153,197,0,A,7273,5109,1809834,39620,407151,148452,7063,210,587,26407,1810956,1810956,26994,1810956,37,0
IN,48626,481449,0,655,7333,213,1540,76,197,36999,A+,2717,7333,485619,39620,407151,38775,2524,193,295,3188,530075,530075,3483,530075,19,48
KS,16901,185318,0,961,1235,379,384,180,158,859,A,280,1235,485619,39620,407151,38775,1900,149,0,0,202219,202219,0,202219,0,0
KY,17519,392353,0,421,2708,110,1003,180,197,4841,B,602,2708,485619,39620,407151,16864,598,4,367,9163,409872,409872,9530,409872,9,9
LA,68263,779335,0,1025,5109,379,759,109,197,43026,B,3319,5109,485619,39620,407151,38775,3211,108,1936,32017,847598,847598,33953,847598,23,0
MA,110338,796422,0,621,11489,104,759,50,197,93157,A+,8213,11489,1144367,39620,407151,104799,7998,215,201,7142,906760,906760,7343,906760,15,20
MD,70396,523982,0,404,11111,145,759,180,197,5036,A,3266,11111,734342,39620,407151,70396,3140,126,492,6525,594378,594378,7017,594378,20,15
ME,3440,107466,0,22,360,9,759,4,197,2816,A+,110,360,110516,4205,106150,3050,109,1,17,1339,110906,110906,1356,110906,1,1
MI,73900,1102611,0,505,5109,174,759,99,197,52841,A+,6251,5109,1194318,91707,1102611,66627,6005,246,631,16517,1176511,1176511,17148,1176511,30,0
MN,39133,646114,0,267,4252,121,1295,180,197,34377,A,1514,4252,685247,39620,407151,39133,1477,37,564,4990,685247,685247,5554,685247,3,33
MO,24629,410719,0,676,5109,379,759,67,197,0,B,1042,5109,539395,28652,509876,24629,1900,149,773,7830,435348,435348,8603,435348,14,0
MP,31,8187,0,961,5109,379,759,180,197,19,D,2,5109,8217,39620,407151,31,2,149,0,0,8218,8218,0,8218,0,0
MS,32214,283431,0,885,3315,173,759,95,197,22167,A,1158,3315,314459,39620,407151,31966,1139,19,957,0,315645,315645,957,315645,44,35
MT,1327,104000,0,22,117,379,759,180,197,716,C,23,117,485619,39620,407151,1327,1900,149,78,2323,105327,105327,2401,105327,0,5
NC,75875,995415,0,989,5109,379,759,180,197,55318,A,1420,5109,485619,39620,407151,75875,1420,149,1346,18098,1071290,1071290,19444,1071290,22,0
ND,3898,110459,0,24,248,379,759,180,197,3413,D,81,248,204526,39620,407151,3898,72,9,49,726,114357,114357,775,114357,3,3
NE,20046,173027,0,109,1369,379,759,180,197,14759,B,283,1369,485619,39620,407151,20046,1900,149,117,1216,193073,193073,1333,193073,-1,0
NH,5914,121966,0,25,574,379,163,180,197,4706,B,382,574,485619,39620,407151,5914,1900,149,17,2628,127880,127880,2645,127880,1,4
NJ,173878,1386255,0,903,20246,169,759,142,197,30774,A+,15281,20246,485619,39620,407151,173878,13425,1856,267,10657,1560133,1560133,10924,1560133,52,9
NM,13507,366733,0,129,2033,379,759,180,197,5902,B,515,2033,485619,39620,407151,13507,1900,149,251,4935,380240,380240,5186,380240,2,27
NV,23785,292761,0,849,5109,236,759,112,197,743,A+,548,5109,383856,39620,407151,23785,1900,149,876,4189,316546,316546,5065,316546,11,0
NY,398237,3946630,0,836,89995,160,759,103,197,71091,A,24924,89995,485619,39620,407151,398237,1900,149,588,56148,4344867,4344867,56736,4344867,11,0
OH,58904,837581,0,849,8383,289,2101,140,197,41438,B,2970,8383,485619,39620,407151,55150,2718,252,948,14125,896485,896485,15073,896485,43,134
OK,17220,371798,0,426,1741,182,759,180,197,13005,A+,404,1741,391881,19241,371798,17220,1900,149,858,23009,389018,389018,23867,389018,5,52
OR,10605,261301,0,191,1141,55,759,22,197,2877,A+,220,1141,485619,39620,261301,10086,1900,149,210,3975,271906,271906,4185,271906,5,16
PA,91299,758803,0,637,5109,379,759,101,197,70437,A+,6787,5109,485619,39620,407151,88691,1900,149,995,15783,850102,850102,16778,850102,33,0
PR,8714,192686,0,122,5109,19,759,7,197,0,C,157,5109,194324,2627,191601,2147,62,95,129,0,201400,201400,129,201400,2,0
RI,17204,146066,0,55,2036,4,759,4,197,1677,A+,969,2036,271710,24698,247012,17204,1900,149,41,1515,163270,163270,1556,163270,9,17
SC,47352,397939,0,1324,3090,379,759,180,197,19181,A,846,3090,445153,59596,385557,47214,838,8,972,4462,445291,445291,5434,445291,19,208
